id|name|dept|salary
2851|APR|2|321222
2852|MAY|2|321222
2853|JUN|2|321222
2854|JUL|2|321222
2855|AUG|2|321222
2856|SEP|2|321222
2857|OCT|2|321222
2858|NOV|2|321222
2859|DEC|2|321222
2860|JAN|2|321222
2861|FEB|2|321222
2862|MAR|2|321222
2863|APR|2|321222
2864|MAY|2|321222
2865|JUN|2|321222
2866|JUL|2|321222
2867|AUG|2|321222
2868|SEP|2|321222
2869|OCT|2|321222
2870|NOV|2|321222
2871|DEC|2|321222
2872|JAN|2|321222
2873|FEB|2|321222
2874|MAR|2|321222
2875|APR|2|321222
2876|MAY|2|321222
2877|JUN|2|321222
2878|JUL|2|321222
2879|AUG|2|321222
2880|SEP|2|321222
2881|OCT|2|321222
2882|NOV|2|321222
2883|DEC|2|321222
2884|JAN|2|321222
2885|FEB|2|321222
2886|MAR|2|321222
2887|APR|2|321222
2888|MAY|2|321222
2889|JUN|2|321222
2890|JUL|2|321222
2891|AUG|2|321222
2892|SEP|2|321222
2893|OCT|2|321222
2894|NOV|2|321222
2895|DEC|2|321222
2896|JAN|2|321222
2897|FEB|2|321222
2898|MAR|2|321222
2899|APR|2|321222
2900|MAY|2|321222
2901|JUN|2|321222
2902|JUL|2|321222
2903|AUG|2|321222
2904|SEP|2|321222
2905|OCT|2|321222
2906|NOV|2|321222
2907|DEC|2|321222
2908|JAN|2|321222
2909|FEB|2|321222
2910|MAR|2|321222
2911|APR|2|321222
2912|MAY|2|321222
2913|JUN|2|321222
2914|JUL|2|321222
2915|AUG|2|321222
2916|SEP|2|321222
2917|OCT|2|321222
2918|NOV|2|321222
2919|DEC|2|321222
2920|JAN|2|321222
2921|FEB|2|321222
2922|MAR|2|321222
2923|APR|2|321222
2924|MAY|2|321222
2925|JUN|2|321222
2926|JUL|2|321222
2927|AUG|2|321222
2928|SEP|2|321222
2929|OCT|2|321222
2930|NOV|2|321222
2931|DEC|2|321222
2932|JAN|2|321222
2933|FEB|2|321222
2934|MAR|2|321222
2935|APR|2|321222
2936|MAY|2|321222
2937|JUN|2|321222
2938|JUL|2|321222
2939|AUG|2|321222
2940|SEP|2|321222
2941|OCT|2|321222
2942|NOV|2|321222
2943|DEC|2|321222
2944|JAN|2|321222
2945|FEB|2|321222
2946|MAR|2|321222
2947|APR|2|321222
2948|MAY|2|321222
2949|JUN|2|321222
2950|JUL|2|321222
2951|AUG|2|321222
2952|SEP|2|321222
2953|OCT|2|321222
2954|NOV|2|321222
2955|DEC|2|321222
2956|JAN|2|321222
2957|FEB|2|321222
2958|MAR|2|321222
2959|APR|2|321222
2960|MAY|2|321222
2961|JUN|2|321222
2962|JUL|2|321222
2963|AUG|2|321222
2964|SEP|2|321222
2965|OCT|2|321222
2966|NOV|2|321222
2967|DEC|2|321222
2968|JAN|2|321222
2969|FEB|2|321222
2970|MAR|2|321222
2971|APR|2|321222
2972|MAY|2|321222
2973|JUN|2|321222
2974|JUL|2|321222
2975|AUG|2|321222
2976|SEP|2|321222
2977|OCT|2|321222
2978|NOV|2|321222
2979|DEC|2|321222
2980|JAN|2|321222
2981|FEB|2|321222
2982|MAR|2|321222
2983|APR|2|321222
2984|MAY|2|321222
2985|JUN|2|321222
2986|JUL|2|321222
2987|AUG|2|321222
2988|SEP|2|321222
2989|OCT|2|321222
2990|NOV|2|321222
2991|DEC|2|321222
2992|JAN|2|321222
2993|FEB|2|321222
2994|MAR|2|321222
2995|APR|2|321222
2996|MAY|2|321222
2997|JUN|2|321222
2998|JUL|2|321222
2999|AUG|2|321222
3000|SEP|2|321222
3001|OCT|2|321222
3002|NOV|2|321222
3003|DEC|2|321222
3004|JAN|2|321222
3005|FEB|2|321222
3006|MAR|2|321222
3007|APR|2|321222
3008|MAY|2|321222
3009|JUN|2|321222
3010|JUL|2|321222
3011|AUG|2|321222
3012|SEP|2|321222
3013|OCT|2|321222
3014|NOV|2|321222
3015|DEC|2|321222
3016|JAN|2|321222
3017|FEB|2|321222
3018|MAR|2|321222
3019|APR|2|321222
3020|MAY|2|321222
3021|JUN|2|321222
3022|JUL|2|321222
3023|AUG|2|321222
3024|SEP|2|321222
3025|OCT|2|321222
3026|NOV|2|321222
3027|DEC|2|321222
3028|JAN|2|321222
3029|FEB|2|321222
3030|MAR|2|321222
3031|APR|2|321222
3032|MAY|2|321222
3033|JUN|2|321222
3034|JUL|2|321222
3035|AUG|2|321222
3036|SEP|2|321222
3037|OCT|2|321222
3038|NOV|2|321222
3039|DEC|2|321222
3040|JAN|2|321222
3041|FEB|2|321222
3042|MAR|2|321222
3043|APR|2|321222
3044|MAY|2|321222
3045|JUN|2|321222
3046|JUL|2|321222
3047|AUG|2|321222
3048|SEP|2|321222
3049|OCT|2|321222
3050|NOV|2|321222
3051|DEC|2|321222
3052|JAN|2|321222
3053|FEB|2|321222
3054|MAR|2|321222
3055|APR|2|321222
3056|MAY|2|321222
3057|JUN|2|321222
3058|JUL|2|321222
3059|AUG|2|321222
3060|SEP|2|321222
3061|OCT|2|321222
3062|NOV|2|321222
3063|DEC|2|321222
3064|JAN|2|321222
3065|FEB|2|321222
3066|MAR|2|321222
3067|APR|2|321222
3068|MAY|2|321222
3069|JUN|2|321222
3070|JUL|2|321222
3071|AUG|2|321222
3072|SEP|2|321222
3073|OCT|2|321222
3074|NOV|2|321222
3075|DEC|2|321222
3076|JAN|2|321222
3077|FEB|2|321222
3078|MAR|2|321222
3079|APR|2|321222
3080|MAY|2|321222
3081|JUN|2|321222
3082|JUL|2|321222
3083|AUG|2|321222
3084|SEP|2|321222
3085|OCT|2|321222
3086|NOV|2|321222
3087|DEC|2|321222
3088|JAN|2|321222
3089|FEB|2|321222
3090|MAR|2|321222
3091|APR|2|321222
3092|MAY|2|321222
3093|JUN|2|321222
3094|JUL|2|321222
3095|AUG|2|321222
3096|SEP|2|321222
3097|OCT|2|321222
3098|NOV|2|321222
3099|DEC|2|321222
3100|JAN|2|321222
3101|FEB|2|321222
3102|MAR|2|321222
3103|APR|2|321222
3104|MAY|2|321222
3105|JUN|2|321222
3106|JUL|2|321222
3107|AUG|2|321222
3108|SEP|2|321222
3109|OCT|2|321222
3110|NOV|2|321222
3111|DEC|2|321222
3112|JAN|2|321222
3113|FEB|2|321222
3114|MAR|2|321222
3115|APR|2|321222
3116|MAY|2|321222
3117|JUN|2|321222
3118|JUL|2|321222
3119|AUG|2|321222
3120|SEP|2|321222
3121|OCT|2|321222
3122|NOV|2|321222
3123|DEC|2|321222
3124|JAN|2|321222
3125|FEB|2|321222
3126|MAR|2|321222
3127|APR|2|321222
3128|MAY|2|321222
3129|JUN|2|321222
3130|JUL|2|321222
3131|AUG|2|321222
3132|SEP|2|321222
3133|OCT|2|321222
3134|NOV|2|321222
3135|DEC|2|321222
3136|JAN|2|321222
3137|FEB|2|321222
3138|MAR|2|321222
3139|APR|2|321222
3140|MAY|2|321222
3141|JUN|2|321222
3142|JUL|2|321222
3143|AUG|2|321222
3144|SEP|2|321222
3145|OCT|2|321222
3146|NOV|2|321222
3147|DEC|2|321222
3148|JAN|2|321222
3149|FEB|2|321222
3150|MAR|2|321222
3151|APR|2|321222
3152|MAY|2|321222
3153|JUN|2|321222
3154|JUL|2|321222
3155|AUG|2|321222
3156|SEP|2|321222
3157|OCT|2|321222
3158|NOV|2|321222
3159|DEC|2|321222
3160|JAN|2|321222
3161|FEB|2|321222
3162|MAR|2|321222
3163|APR|2|321222
3164|MAY|2|321222
3165|JUN|2|321222
3166|JUL|2|321222
3167|AUG|2|321222
3168|SEP|2|321222
3169|OCT|2|321222
3170|NOV|2|321222
3171|DEC|2|321222
3172|JAN|2|321222
3173|FEB|2|321222
3174|MAR|2|321222
3175|APR|2|321222
3176|MAY|2|321222
3177|JUN|2|321222
3178|JUL|2|321222
3179|AUG|2|321222
3180|SEP|2|321222
3181|OCT|2|321222
3182|NOV|2|321222
3183|DEC|2|321222
3184|JAN|2|321222
3185|FEB|2|321222
3186|MAR|2|321222
3187|APR|2|321222
3188|MAY|2|321222
3189|JUN|2|321222
3190|JUL|2|321222
3191|AUG|2|321222
3192|SEP|2|321222
3193|OCT|2|321222
3194|NOV|2|321222
3195|DEC|2|321222
3196|JAN|2|321222
3197|FEB|2|321222
3198|MAR|2|321222
3199|APR|2|321222
3200|MAY|2|321222
3201|JUN|2|321222
3202|JUL|2|321222
3203|AUG|2|321222
3204|SEP|2|321222
3205|OCT|2|321222
3206|NOV|2|321222
3207|DEC|2|321222
3208|JAN|2|321222
3209|FEB|2|321222
3210|MAR|2|321222
3211|APR|2|321222
3212|MAY|2|321222
3213|JUN|2|321222
3214|JUL|2|321222
3215|AUG|2|321222
3216|SEP|2|321222
3217|OCT|2|321222
3218|NOV|2|321222
3219|DEC|2|321222
3220|JAN|2|321222
3221|FEB|2|321222
3222|MAR|2|321222
3223|APR|2|321222
3224|MAY|2|321222
3225|JUN|2|321222
3226|JUL|2|321222
3227|AUG|2|321222
3228|SEP|2|321222
3229|OCT|2|321222
3230|NOV|2|321222
3231|DEC|2|321222
3232|JAN|2|321222
3233|FEB|2|321222
3234|MAR|2|321222
3235|APR|2|321222
3236|MAY|2|321222
3237|JUN|2|321222
3238|JUL|2|321222
3239|AUG|2|321222
3240|SEP|2|321222
3241|OCT|2|321222
3242|NOV|2|321222
3243|DEC|2|321222
3244|JAN|2|321222
3245|FEB|2|321222
3246|MAR|2|321222
3247|APR|2|321222
3248|MAY|2|321222
3249|JUN|2|321222
3250|JUL|2|321222
3251|AUG|2|321222
3252|SEP|2|321222
3253|OCT|2|321222
3254|NOV|2|321222
3255|DEC|2|321222
3256|JAN|2|321222
3257|FEB|2|321222
3258|MAR|2|321222
3259|APR|2|321222
3260|MAY|2|321222
3261|JUN|2|321222
3262|JUL|2|321222
3263|AUG|2|321222
3264|SEP|2|321222
3265|OCT|2|321222
3266|NOV|2|321222
3267|DEC|2|321222
3268|JAN|2|321222
3269|FEB|2|321222
3270|MAR|2|321222
3271|APR|2|321222
3272|MAY|2|321222
3273|JUN|2|321222
3274|JUL|2|321222
3275|AUG|2|321222
3276|SEP|2|321222
3277|OCT|2|321222
3278|NOV|2|321222
3279|DEC|2|321222
3280|JAN|2|321222
3281|FEB|2|321222
3282|MAR|2|321222
3283|APR|2|321222
3284|MAY|2|321222
3285|JUN|2|321222
3286|JUL|2|321222
3287|AUG|2|321222
3288|SEP|2|321222
3289|OCT|2|321222
3290|NOV|2|321222
3291|DEC|2|321222
3292|JAN|2|321222
3293|FEB|2|321222
3294|MAR|2|321222
3295|APR|2|321222
3296|MAY|2|321222
3297|JUN|2|321222
3298|JUL|2|321222
3299|AUG|2|321222
3300|SEP|2|321222
3301|OCT|2|321222
3302|NOV|2|321222
3303|DEC|2|321222
3304|JAN|2|321222
3305|FEB|2|321222
3306|MAR|2|321222
3307|APR|2|321222
3308|MAY|2|321222
3309|JUN|2|321222
3310|JUL|2|321222
3311|AUG|2|321222
3312|SEP|2|321222
3313|OCT|2|321222
3314|NOV|2|321222
3315|DEC|2|321222
3316|JAN|2|321222
3317|FEB|2|321222
3318|MAR|2|321222
3319|APR|2|321222
3320|MAY|2|321222
3321|JUN|2|321222
3322|JUL|2|321222
3323|AUG|2|321222
3324|SEP|2|321222
3325|OCT|2|321222
3326|NOV|2|321222
3327|DEC|2|321222
3328|JAN|2|321222
3329|FEB|2|321222
3330|MAR|2|321222
3331|APR|2|321222
3332|MAY|2|321222
3333|JUN|2|321222
3334|JUL|2|321222
3335|AUG|2|321222
3336|SEP|2|321222
3337|OCT|2|321222
3338|NOV|2|321222
3339|DEC|2|321222
3340|JAN|2|321222
3341|FEB|2|321222
3342|MAR|2|321222
3343|APR|2|321222
3344|MAY|2|321222
3345|JUN|2|321222
3346|JUL|2|321222
3347|AUG|2|321222
3348|SEP|2|321222
3349|OCT|2|321222
3350|NOV|2|321222
3351|DEC|2|321222
3352|JAN|2|321222
3353|FEB|2|321222
3354|MAR|2|321222
3355|APR|2|321222
3356|MAY|2|321222
3357|JUN|2|321222
3358|JUL|2|321222
3359|AUG|2|321222
3360|SEP|2|321222
3361|OCT|2|321222
3362|NOV|2|321222
3363|DEC|2|321222
3364|JAN|2|321222
3365|FEB|2|321222
3366|MAR|2|321222
3367|APR|2|321222
3368|MAY|2|321222
3369|JUN|2|321222
3370|JUL|2|321222
3371|AUG|2|321222
3372|SEP|2|321222
3373|OCT|2|321222
3374|NOV|2|321222
3375|DEC|2|321222
3376|JAN|2|321222
3377|FEB|2|321222
3378|MAR|2|321222
3379|APR|2|321222
3380|MAY|2|321222
3381|JUN|2|321222
3382|JUL|2|321222
3383|AUG|2|321222
3384|SEP|2|321222
3385|OCT|2|321222
3386|NOV|2|321222
3387|DEC|2|321222
3388|JAN|2|321222
3389|FEB|2|321222
3390|MAR|2|321222
3391|APR|2|321222
3392|MAY|2|321222
3393|JUN|2|321222
3394|JUL|2|321222
3395|AUG|2|321222
3396|SEP|2|321222
3397|OCT|2|321222
3398|NOV|2|321222
3399|DEC|2|321222
3400|JAN|2|321222
3401|FEB|2|321222
3402|MAR|2|321222
3403|APR|2|321222
3404|MAY|2|321222
3405|JUN|2|321222
3406|JUL|2|321222
3407|AUG|2|321222
3408|SEP|2|321222
3409|OCT|2|321222
3410|NOV|2|321222
3411|DEC|2|321222
3412|JAN|2|321222
3413|FEB|2|321222
3414|MAR|2|321222
3415|APR|2|321222
3416|MAY|2|321222
3417|JUN|2|321222
3418|JUL|2|321222
3419|AUG|2|321222
3420|SEP|2|321222
3421|OCT|2|321222
3422|NOV|2|321222
3423|DEC|2|321222
3424|JAN|2|321222
3425|FEB|2|321222
3426|MAR|2|321222
3427|APR|2|321222
3428|MAY|2|321222
3429|JUN|2|321222
3430|JUL|2|321222
3431|AUG|2|321222
3432|SEP|2|321222
3433|OCT|2|321222
3434|NOV|2|321222
3435|DEC|2|321222
3436|JAN|2|321222
3437|FEB|2|321222
3438|MAR|2|321222
3439|APR|2|321222
3440|MAY|2|321222
3441|JUN|2|321222
3442|JUL|2|321222
3443|AUG|2|321222
3444|SEP|2|321222
3445|OCT|2|321222
3446|NOV|2|321222
3447|DEC|2|321222
3448|JAN|2|321222
3449|FEB|2|321222
3450|MAR|2|321222
3451|APR|2|321222
3452|MAY|2|321222
3453|JUN|2|321222
3454|JUL|2|321222
3455|AUG|2|321222
3456|SEP|2|321222
3457|OCT|2|321222
3458|NOV|2|321222
3459|DEC|2|321222
3460|JAN|2|321222
3461|FEB|2|321222
3462|MAR|2|321222
3463|APR|2|321222
3464|MAY|2|321222
3465|JUN|2|321222
3466|JUL|2|321222
3467|AUG|2|321222
3468|SEP|2|321222
3469|OCT|2|321222
3470|NOV|2|321222
3471|DEC|2|321222
3472|JAN|2|321222
3473|FEB|2|321222
3474|MAR|2|321222
3475|APR|2|321222
3476|MAY|2|321222
3477|JUN|2|321222
3478|JUL|2|321222
3479|AUG|2|321222
3480|SEP|2|321222
3481|OCT|2|321222
3482|NOV|2|321222
3483|DEC|2|321222
3484|JAN|2|321222
3485|FEB|2|321222
3486|MAR|2|321222
3487|APR|2|321222
3488|MAY|2|321222
3489|JUN|2|321222
3490|JUL|2|321222
3491|AUG|2|321222
3492|SEP|2|321222
3493|OCT|2|321222
3494|NOV|2|321222
3495|DEC|2|321222
3496|JAN|2|321222
3497|FEB|2|321222
3498|MAR|2|321222
3499|APR|2|321222
3500|MAY|2|321222
3501|JUN|2|321222
3502|JUL|2|321222
3503|AUG|2|321222
3504|SEP|2|321222
3505|OCT|2|321222
3506|NOV|2|321222
3507|DEC|2|321222
3508|JAN|2|321222
3509|FEB|2|321222
3510|MAR|2|321222
3511|APR|2|321222
3512|MAY|2|321222
3513|JUN|2|321222
3514|JUL|2|321222
3515|AUG|2|321222
3516|SEP|2|321222
3517|OCT|2|321222
3518|NOV|2|321222
3519|DEC|2|321222
3520|JAN|2|321222
3521|FEB|2|321222
3522|MAR|2|321222
3523|APR|2|321222
3524|MAY|2|321222
3525|JUN|2|321222
3526|JUL|2|321222
3527|AUG|2|321222
3528|SEP|2|321222
3529|OCT|2|321222
3530|NOV|2|321222
3531|DEC|2|321222
3532|JAN|2|321222
3533|FEB|2|321222
3534|MAR|2|321222
3535|APR|2|321222
3536|MAY|2|321222
3537|JUN|2|321222
3538|JUL|2|321222
3539|AUG|2|321222
3540|SEP|2|321222
3541|OCT|2|321222
3542|NOV|2|321222
3543|DEC|2|321222
3544|JAN|2|321222
3545|FEB|2|321222
3546|MAR|2|321222
3547|APR|2|321222
3548|MAY|2|321222
3549|JUN|2|321222
3550|JUL|2|321222
3551|AUG|2|321222
3552|SEP|2|321222
3553|OCT|2|321222
3554|NOV|2|321222
3555|DEC|2|321222
3556|JAN|2|321222
3557|FEB|2|321222
3558|MAR|2|321222
3559|APR|2|321222
3560|MAY|2|321222
3561|JUN|2|321222
3562|JUL|2|321222
3563|AUG|2|321222
3564|SEP|2|321222
3565|OCT|2|321222
3566|NOV|2|321222
3567|DEC|2|321222
3568|JAN|2|321222
3569|FEB|2|321222
3570|MAR|2|321222
3571|APR|2|321222
3572|MAY|2|321222
3573|JUN|2|321222
3574|JUL|2|321222
3575|AUG|2|321222
3576|SEP|2|321222
3577|OCT|2|321222
3578|NOV|2|321222
3579|DEC|2|321222
3580|JAN|2|321222
3581|FEB|2|321222
3582|MAR|2|321222
3583|APR|2|321222
3584|MAY|2|321222
3585|JUN|2|321222
3586|JUL|2|321222
3587|AUG|2|321222
3588|SEP|2|321222
3589|OCT|2|321222
3590|NOV|2|321222
3591|DEC|2|321222
3592|JAN|2|321222
3593|FEB|2|321222
3594|MAR|2|321222
3595|APR|2|321222
3596|MAY|2|321222
3597|JUN|2|321222
3598|JUL|2|321222
3599|AUG|2|321222
3600|SEP|2|321222
3601|OCT|2|321222
3602|NOV|2|321222
3603|DEC|2|321222
3604|JAN|2|321222
3605|FEB|2|321222
3606|MAR|2|321222
3607|APR|2|321222
3608|MAY|2|321222
3609|JUN|2|321222
3610|JUL|2|321222
3611|AUG|2|321222
3612|SEP|2|321222
3613|OCT|2|321222
3614|NOV|2|321222
3615|DEC|2|321222
3616|JAN|2|321222
3617|FEB|2|321222
3618|MAR|2|321222
3619|APR|2|321222
3620|MAY|2|321222
3621|JUN|2|321222
3622|JUL|2|321222
3623|AUG|2|321222
3624|SEP|2|321222
3625|OCT|2|321222
3626|NOV|2|321222
3627|DEC|2|321222
3628|JAN|2|321222
3629|FEB|2|321222
3630|MAR|2|321222
3631|APR|2|321222
3632|MAY|2|321222
3633|JUN|2|321222
3634|JUL|2|321222
3635|AUG|2|321222
3636|SEP|2|321222
3637|OCT|2|321222
3638|NOV|2|321222
3639|DEC|2|321222
3640|JAN|2|321222
3641|FEB|2|321222
3642|MAR|2|321222
3643|APR|2|321222
3644|MAY|2|321222
3645|JUN|2|321222
3646|JUL|2|321222
3647|AUG|2|321222
3648|SEP|2|321222
3649|OCT|2|321222
3650|NOV|2|321222
3651|DEC|2|321222
3652|JAN|2|321222
3653|FEB|2|321222
3654|MAR|2|321222
3655|APR|2|321222
3656|MAY|2|321222
3657|JUN|2|321222
3658|JUL|2|321222
3659|AUG|2|321222
3660|SEP|2|321222
3661|OCT|2|321222
3662|NOV|2|321222
3663|DEC|2|321222
3664|JAN|2|321222
3665|FEB|2|321222
3666|MAR|2|321222
3667|APR|2|321222
3668|MAY|2|321222
3669|JUN|2|321222
3670|JUL|2|321222
3671|AUG|2|321222
3672|SEP|2|321222
3673|OCT|2|321222
3674|NOV|2|321222
3675|DEC|2|321222
3676|JAN|2|321222
3677|FEB|2|321222
3678|MAR|2|321222
3679|APR|2|321222
3680|MAY|2|321222
3681|JUN|2|321222
3682|JUL|2|321222
3683|AUG|2|321222
3684|SEP|2|321222
3685|OCT|2|321222
3686|NOV|2|321222
3687|DEC|2|321222
3688|JAN|2|321222
3689|FEB|2|321222
3690|MAR|2|321222
3691|APR|2|321222
3692|MAY|2|321222
3693|JUN|2|321222
3694|JUL|2|321222
3695|AUG|2|321222
3696|SEP|2|321222
3697|OCT|2|321222
3698|NOV|2|321222
3699|DEC|2|321222
3700|JAN|2|321222
3701|FEB|2|321222
3702|MAR|2|321222
3703|APR|2|321222
3704|MAY|2|321222
3705|JUN|2|321222
3706|JUL|2|321222
3707|AUG|2|321222
3708|SEP|2|321222
3709|OCT|2|321222
3710|NOV|2|321222
3711|DEC|2|321222
3712|JAN|2|321222
3713|FEB|2|321222
3714|MAR|2|321222
3715|APR|2|321222
3716|MAY|2|321222
3717|JUN|2|321222
3718|JUL|2|321222
3719|AUG|2|321222
3720|SEP|2|321222
3721|OCT|2|321222
3722|NOV|2|321222
3723|DEC|2|321222
3724|JAN|2|321222
3725|FEB|2|321222
3726|MAR|2|321222
3727|APR|2|321222
3728|MAY|2|321222
3729|JUN|2|321222
3730|JUL|2|321222
3731|AUG|2|321222
3732|SEP|2|321222
3733|OCT|2|321222
3734|NOV|2|321222
3735|DEC|2|321222
3736|JAN|2|321222
3737|FEB|2|321222
3738|MAR|2|321222
3739|APR|2|321222
3740|MAY|2|321222
3741|JUN|2|321222
3742|JUL|2|321222
3743|AUG|2|321222
3744|SEP|2|321222
3745|OCT|2|321222
3746|NOV|2|321222
3747|DEC|2|321222
3748|JAN|2|321222
3749|FEB|2|321222
3750|MAR|2|321222
3751|APR|2|321222
3752|MAY|2|321222
3753|JUN|2|321222
3754|JUL|2|321222
3755|AUG|2|321222
3756|SEP|2|321222
3757|OCT|2|321222
3758|NOV|2|321222
3759|DEC|2|321222
3760|JAN|2|321222
3761|FEB|2|321222
3762|MAR|2|321222
3763|APR|2|321222
3764|MAY|2|321222
3765|JUN|2|321222
3766|JUL|2|321222
3767|AUG|2|321222
3768|SEP|2|321222
3769|OCT|2|321222
3770|NOV|2|321222
3771|DEC|2|321222
3772|JAN|2|321222
3773|FEB|2|321222
3774|MAR|2|321222
3775|APR|2|321222
3776|MAY|2|321222
3777|JUN|2|321222
3778|JUL|2|321222
3779|AUG|2|321222
3780|SEP|2|321222
3781|OCT|2|321222
3782|NOV|2|321222
3783|DEC|2|321222
3784|JAN|2|321222
3785|FEB|2|321222
3786|MAR|2|321222
3787|APR|2|321222
3788|MAY|2|321222
3789|JUN|2|321222
3790|JUL|2|321222
3791|AUG|2|321222
3792|SEP|2|321222
3793|OCT|2|321222
3794|NOV|2|321222
3795|DEC|2|321222
3796|JAN|2|321222
3797|FEB|2|321222
3798|MAR|2|321222
3799|APR|2|321222
3800|MAY|2|321222
3801|JUN|2|321222
3802|JUL|2|321222
3803|AUG|2|321222
3804|SEP|2|321222
3805|OCT|2|321222
3806|NOV|2|321222
3807|DEC|2|321222
3808|JAN|2|321222
3809|FEB|2|321222
3810|MAR|2|321222
3811|APR|2|321222
3812|MAY|2|321222
3813|JUN|2|321222
3814|JUL|2|321222
3815|AUG|2|321222
3816|SEP|2|321222
3817|OCT|2|321222
3818|NOV|2|321222
3819|DEC|2|321222
3820|JAN|2|321222
3821|FEB|2|321222
3822|MAR|2|321222
3823|APR|2|321222
3824|MAY|2|321222
3825|JUN|2|321222
3826|JUL|2|321222
3827|AUG|2|321222
3828|SEP|2|321222
3829|OCT|2|321222
3830|NOV|2|321222
3831|DEC|2|321222
3832|JAN|2|321222
3833|FEB|2|321222
3834|MAR|2|321222
3835|APR|2|321222
3836|MAY|2|321222
3837|JUN|2|321222
3838|JUL|2|321222
3839|AUG|2|321222
3840|SEP|2|321222
3841|OCT|2|321222
3842|NOV|2|321222
3843|DEC|2|321222
3844|JAN|2|321222
3845|FEB|2|321222
3846|MAR|2|321222
3847|APR|2|321222
3848|MAY|2|321222
3849|JUN|2|321222
3850|JUL|2|321222
3851|AUG|2|321222
3852|SEP|2|321222
3853|OCT|2|321222
3854|NOV|2|321222
3855|DEC|2|321222
3856|JAN|2|321222
3857|FEB|2|321222
3858|MAR|2|321222
3859|APR|2|321222
3860|MAY|2|321222
3861|JUN|2|321222
3862|JUL|2|321222
3863|AUG|2|321222
3864|SEP|2|321222
3865|OCT|2|321222
3866|NOV|2|321222
3867|DEC|2|321222
3868|JAN|2|321222
3869|FEB|2|321222
3870|MAR|2|321222
3871|APR|2|321222
3872|MAY|2|321222
3873|JUN|2|321222
3874|JUL|2|321222
3875|AUG|2|321222
3876|SEP|2|321222
3877|OCT|2|321222
3878|NOV|2|321222
3879|DEC|2|321222
3880|JAN|2|321222
3881|FEB|2|321222
3882|MAR|2|321222
3883|APR|2|321222
3884|MAY|2|321222
3885|JUN|2|321222
3886|JUL|2|321222
3887|AUG|2|321222
3888|SEP|2|321222
3889|OCT|2|321222
3890|NOV|2|321222
3891|DEC|2|321222
3892|JAN|2|321222
3893|FEB|2|321222
3894|MAR|2|321222
3895|APR|2|321222
3896|MAY|2|321222
3897|JUN|2|321222
3898|JUL|2|321222
3899|AUG|2|321222
3900|SEP|2|321222
3901|OCT|2|321222
3902|NOV|2|321222
3903|DEC|2|321222
3904|JAN|2|321222
3905|FEB|2|321222
3906|MAR|2|321222
3907|APR|2|321222
3908|MAY|2|321222
3909|JUN|2|321222
3910|JUL|2|321222
3911|AUG|2|321222
3912|SEP|2|321222
3913|OCT|2|321222
3914|NOV|2|321222
3915|DEC|2|321222
3916|JAN|2|321222
3917|FEB|2|321222
3918|MAR|2|321222
3919|APR|2|321222
3920|MAY|2|321222
3921|JUN|2|321222
3922|JUL|2|321222
3923|AUG|2|321222
3924|SEP|2|321222
3925|OCT|2|321222
3926|NOV|2|321222
3927|DEC|2|321222
3928|JAN|2|321222
3929|FEB|2|321222
3930|MAR|2|321222
3931|APR|2|321222
3932|MAY|2|321222
3933|JUN|2|321222
3934|JUL|2|321222
3935|AUG|2|321222
3936|SEP|2|321222
3937|OCT|2|321222
3938|NOV|2|321222
3939|DEC|2|321222
3940|JAN|2|321222
3941|FEB|2|321222
3942|MAR|2|321222
3943|APR|2|321222
3944|MAY|2|321222
3945|JUN|2|321222
3946|JUL|2|321222
3947|AUG|2|321222
3948|SEP|2|321222
3949|OCT|2|321222
3950|NOV|2|321222
3951|DEC|2|321222
3952|JAN|2|321222
3953|FEB|2|321222
3954|MAR|2|321222
3955|APR|2|321222
3956|MAY|2|321222
3957|JUN|2|321222
3958|JUL|2|321222
3959|AUG|2|321222
3960|SEP|2|321222
3961|OCT|2|321222
3962|NOV|2|321222
3963|DEC|2|321222
3964|JAN|2|321222
3965|FEB|2|321222
3966|MAR|2|321222
3967|APR|2|321222
3968|MAY|2|321222
3969|JUN|2|321222
3970|JUL|2|321222
3971|AUG|2|321222
3972|SEP|2|321222
3973|OCT|2|321222
3974|NOV|2|321222
3975|DEC|2|321222
3976|JAN|2|321222
3977|FEB|2|321222
3978|MAR|2|321222
3979|APR|2|321222
3980|MAY|2|321222
3981|JUN|2|321222
3982|JUL|2|321222
3983|AUG|2|321222
3984|SEP|2|321222
3985|OCT|2|321222
3986|NOV|2|321222
3987|DEC|2|321222
3988|JAN|2|321222
3989|FEB|2|321222
3990|MAR|2|321222
3991|APR|2|321222
3992|MAY|2|321222
3993|JUN|2|321222
3994|JUL|2|321222
3995|AUG|2|321222
3996|SEP|2|321222
3997|OCT|2|321222
3998|NOV|2|321222
3999|DEC|2|321222
4000|JAN|2|321222
4001|FEB|2|321222
4002|MAR|2|321222
4003|APR|2|321222
4004|MAY|2|321222
4005|JUN|2|321222
4006|JUL|2|321222
4007|AUG|2|321222
4008|SEP|2|321222
4009|OCT|2|321222
4010|NOV|2|321222
4011|DEC|2|321222
4012|JAN|2|321222
4013|FEB|2|321222
4014|MAR|2|321222
4015|APR|2|321222
4016|MAY|2|321222
4017|JUN|2|321222
4018|JUL|2|321222
4019|AUG|2|321222
4020|SEP|2|321222
4021|OCT|2|321222
4022|NOV|2|321222
4023|DEC|2|321222
4024|JAN|2|321222
